,index,condo_price,maint_fee,avg_income_household_yr,avg_income_individual_yr,total_sqft,price_per_sqft,toronto_region,bedrooms,bath,parking,age_of_building,commute_transit,commute_car,near_by_schools,near_by_grocery_stores,near_by_bars&restaurants,speak_English,speak_Europe_language,speak_Asian_language,speak_Africa_language,speak_middleEast_language,edu_no_diploma,edu_high_school,edu_trade_cert,edu_coll_or_univ_cert,edu_ba_or_msc_cert,population_0_14_years,population_15_19_years,population_20_34_years,population_35_49_years,population_50_64_years,population_65_and_more,tenancy_property_type_owned,tenancy_property_type_rented,tenancy_property_type_detached,tenancy_property_type_semi_detached,tenancy_property_type_duplex,tenancy_property_type_low_rise,tenancy_property_type_high_rise,household_compo_singlefamily,household_compo_multifamily,household_compo_singleperson,household_compo_multiperson,latitude,longitude,bedrooms_plus_field,cluster_nbr,criminal_records
2460,2460,699000,681.67,79799,36538,716,976,North York,2,2,1,10.0,38,52,1,6,83,26,2,41,0,10,11,25,3,20,39,12,5,25,20,20,18,69,31,2,13,1,3,63,59,2,33,6,43.77488662,-79.33543821,0,3,24
2461,2461,699000,406.4,133496,57534,549,1282,Midtown | Central,1,1,1,10.0,58,31,0,4,96,67,7,12,0,4,5,16,3,22,53,9,3,35,23,15,15,30,70,6,3,1,8,82,40,0,54,5,43.70605732,-79.39776547,1,6,14
2462,2462,1690000,1001.82,98020,49959,1239,1363,Downtown,3,2,1,5.0,27,16,3,6,91,60,5,17,0,4,6,14,3,18,57,3,2,61,17,9,6,41,59,0,0,0,1,98,28,0,59,13,43.64909234,-79.38850423,0,5,122
2463,2463,694000,360.49,58822,30313,573,1211,Scarborough,1,1,1,10.0,34,60,2,2,96,23,0,61,0,0,10,23,4,28,36,8,5,45,18,14,9,62,38,0,0,0,0,98,46,0,42,12,43.77348076,-79.25449871,1,3,16
2464,2464,869000,501.25,64941,26761,803,1082,York Crosstown,2,2,1,18.0,37,57,1,2,26,60,22,8,0,0,35,34,5,16,7,17,7,21,21,20,14,46,54,30,8,7,30,24,62,5,29,5,43.69140934,-79.47080743,0,1,56
2465,2465,574900,429.79,56137,23035,949,607,Etobicoke,2,1,1,43.0,31,66,0,3,14,34,2,14,0,12,25,34,5,15,22,22,8,22,22,16,10,44,55,6,0,3,0,82,78,7,11,5,43.74747108,-79.58332958,0,1,38
2466,2466,699900,394.35,143962,73770,507,1378,Etobicoke,1,1,1,9.0,19,79,1,7,55,58,15,6,0,2,6,19,4,24,47,8,2,47,26,13,5,84,16,1,0,0,2,93,41,0,53,6,43.62412554,-79.48581138,0,4,14
2467,2467,729900,608.24,64769,30355,691,1056,Downtown,1,1,1,8.0,43,29,2,7,91,50,10,17,0,4,19,27,5,17,30,14,6,32,23,17,7,23,77,1,2,0,16,69,46,1,45,8,43.66007533,-79.36050238,0,6,116
2468,2468,699900,559.7760000000001,143962,73770,595,1176,Etobicoke,1,1,1,9.0,19,79,1,7,55,58,15,6,0,2,6,19,4,24,47,8,2,47,26,13,5,84,16,1,0,0,2,93,41,0,53,6,43.62412554,-79.48581138,0,4,14
2469,2469,649888,646.0,55876,23080,1002,648,Etobicoke,2,1,2,42.0,31,66,0,2,12,34,2,14,0,12,25,34,5,15,22,22,8,22,22,16,10,44,55,5,0,2,0,84,78,6,11,5,43.7477322,-79.57966798,0,1,32
2470,2470,859900,722.41,75205,38104,1037,829,North York,2,2,1,25.0,45,44,1,3,96,18,1,55,0,15,7,20,2,16,54,11,5,29,23,18,14,68,31,4,0,0,2,94,55,1,36,8,43.77085805,-79.41200732,0,3,8
2471,2471,698000,431.61,165244,82228,486,1436,Downtown,1,1,1,31.0,29,30,1,6,93,59,9,8,0,4,2,14,2,16,66,7,2,42,21,16,12,53,47,0,0,0,0,100,41,0,50,9,43.64007507,-79.37909172,0,0,48
2472,2472,649000,680.87,69186,35322,660,983,Scarborough,1,1,1,16.0,35,61,2,2,96,22,0,71,0,0,13,23,4,23,36,10,4,32,21,17,17,74,26,0,0,0,0,96,51,2,39,8,43.77382193,-79.25894902,1,3,22
2473,2473,674800,542.5640000000001,92392,42337,649,1045,North York,2,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.67545218,-79.40139995,0,1,22
2474,2474,595000,235.91,120402,61248,400,1484,Downtown,1,1,1,3.0,26,21,1,8,91,71,7,8,0,3,6,12,3,16,61,3,1,62,20,8,5,55,45,0,0,0,3,96,29,0,59,12,43.64683416,-79.39237813,0,5,174
2475,2475,1038000,590.0,97074,48805,782,1326,North York,2,2,1,5.9,42,52,1,3,33,42,6,24,0,13,7,17,4,19,50,10,3,27,23,16,20,52,48,3,3,0,15,74,54,1,40,5,43.768329,-79.380746,0,3,10
2476,2476,750000,460.5,67237,29598,539,1391,North York,1,1,1,7.0,47,45,0,1,50,51,8,24,0,0,10,21,6,21,42,16,5,37,21,14,8,23,77,5,0,0,0,92,60,2,27,10,43.77424128,-79.34618806,0,3,30
2477,2477,521000,718.0,76683,33456,1299,403,Etobicoke,3,2,1,50.0,27,66,1,0,10,33,3,20,26,0,32,30,5,18,13,20,7,19,17,17,20,66,33,17,1,1,0,78,67,4,23,6,43.69683093,-79.55253089,0,1,40
2478,2478,599800,596.08,65475,27117,914,656,Scarborough,2,2,1,30.0,32,64,0,2,15,45,1,41,0,2,18,36,7,22,18,18,6,20,20,19,16,66,33,21,4,7,5,52,69,6,22,3,43.810167,-79.221126,0,1,60
2479,2479,989900,566.35,104953,49838,749,1326,Downtown,2,2,1,0.5,31,29,0,4,96,73,6,5,0,2,13,19,4,21,43,9,3,36,26,18,8,47,53,0,1,1,13,77,36,0,57,7,43.65449856,-79.3631573,0,0,122
2480,2480,6595000,3130.0,385105,144705,3500,1884,Midtown | Central,3,5,3,32.0,40,36,3,7,90,90,5,1,0,1,5,14,1,14,63,11,4,20,17,24,24,65,35,13,20,3,27,21,55,0,41,4,43.67918218,-79.39145299,1,1,22
2481,2481,699000,399.21,78996,37000,491,1421,West End,1,1,1,5.0,47,29,0,3,97,70,12,9,0,1,19,21,2,17,37,7,2,49,23,11,8,34,66,1,2,2,24,63,38,1,47,15,43.64306246,-79.4281337,0,6,70
2482,2482,599900,439.5,67464,29159,649,929,North York,1,2,1,11.9,47,45,0,1,52,27,0,22,0,19,12,21,5,20,41,16,5,34,21,15,9,39,61,2,0,0,0,93,63,2,26,9,43.77196883,-79.34491032,1,3,32
2483,2483,379000,598.0,92311,41193,549,695,Etobicoke,1,1,1,32.7,30,63,0,2,48,39,45,3,0,0,19,22,5,24,26,12,4,25,21,23,14,51,49,26,2,6,43,22,53,1,39,7,43.593615,-79.53619311,0,1,14
2484,2484,799000,526.71,101480,50173,644,1239,Downtown,1,1,1,9.0,34,25,0,5,95,67,6,10,0,2,12,19,3,19,47,8,2,37,27,18,8,48,52,0,0,0,11,85,35,0,59,6,43.6532355,-79.3664203,1,0,124
2485,2485,985000,632.45,75732,30952,949,1040,West End,2,3,1,4.0,49,34,0,7,93,56,27,11,0,0,31,25,5,15,20,12,4,29,21,19,14,64,35,15,12,12,53,0,59,5,24,12,43.66489427,-79.43721929,1,1,38
2486,2486,929000,356.0,147776,52942,849,1097,North York,2,3,1,0.5,31,61,1,1,5,29,8,40,0,11,11,16,3,20,51,10,6,23,16,22,23,81,15,68,2,9,7,0,70,5,17,8,43.7842963,-79.39616,1,1,12
2487,2487,839000,443.33,67850,29821,703,1192,North York,2,2,1,2.0,47,45,0,1,52,24,0,38,0,12,10,21,5,21,43,16,5,36,21,14,8,28,72,5,0,0,0,92,61,2,27,10,43.77326921,-79.34505436,0,3,30
2488,2488,999000,616.04,98637,51032,838,1192,Downtown,2,2,1,6.0,39,34,1,4,95,56,8,18,0,5,5,15,2,16,61,7,2,59,20,9,4,52,48,0,0,0,1,98,35,0,51,13,43.63835992,-79.39865695,0,5,90
2489,2489,2149000,2160.54,149017,76915,1597,1345,Downtown,2,3,1,37.0,30,30,1,6,93,63,8,10,0,4,3,14,3,15,65,7,1,41,21,16,13,52,48,0,0,0,0,100,40,0,51,9,43.63957245,-79.38117422,0,2,48
2490,2490,889000,527.48,101613,54470,887,1002,North York,2,2,1,10.0,46,44,2,7,91,35,7,23,0,21,3,15,1,15,65,11,3,39,27,14,7,70,30,3,0,0,17,74,51,1,42,6,43.75698154,-79.40440009,0,3,20
2491,2491,998000,390.0,75866,28338,1499,668,Scarborough,4,4,2,47.0,26,69,0,2,86,27,1,60,0,0,18,29,4,22,24,15,7,20,18,22,17,85,12,32,14,5,7,13,77,11,9,3,43.81135215,-79.27953093,2,1,2
2492,2492,749999,649.0,75687,39832,835,898,Etobicoke,2,2,1,10.0,44,52,0,5,89,62,19,2,0,0,10,23,4,24,38,11,3,30,22,17,17,41,59,5,0,0,0,91,46,1,48,5,43.64408385,-79.52867326,0,6,10
2493,2493,860000,690.0672000000001,131093,59543,849,1016,Etobicoke,2,2,1,0.5,19,74,2,7,68,58,15,6,0,2,22,18,4,20,32,11,3,38,25,16,7,76,24,10,2,1,10,66,48,1,45,6,43.62385937,-79.48894723,0,4,14
2494,2494,758000,566.95,105557,48463,609,1243,North York,1,1,1,8.0,34,55,1,2,50,53,9,12,0,3,13,22,7,23,34,10,5,14,18,19,35,55,45,10,6,0,20,53,50,1,45,3,43.73306046,-79.3462048,0,1,6
2495,2495,498000,699.85,265294,105186,649,771,Midtown | Central,1,1,1,48.5,46,37,5,2,41,71,9,5,0,0,5,17,1,15,58,10,4,22,16,20,28,33,67,14,1,1,15,66,49,0,47,4,43.68519583,-79.40663104,0,1,2
2496,2496,955000,589.53,101548,49440,861,1108,Midtown | Central,2,2,1,5.0,54,34,0,2,98,53,15,8,0,3,7,17,3,21,51,7,3,36,23,15,15,22,78,1,1,0,9,87,35,0,59,6,43.70843165,-79.39753192,0,6,10
2497,2497,2450000,2195.39,102995,38769,2233,1097,West End,3,3,2,19.0,31,32,1,3,96,58,15,17,0,0,26,21,2,11,38,10,3,35,21,17,13,58,42,5,11,10,50,11,48,3,33,16,43.65586171,-79.408571,0,1,84
2498,2498,599999,493.43,69944,25630,710,845,Scarborough,1,2,1,1.0,36,60,0,4,54,30,0,54,0,0,21,24,5,20,30,21,8,27,20,16,8,32,68,25,2,11,3,48,77,7,9,7,43.77459051,-79.230491,1,1,24
2499,2499,699000,446.0,57279,24599,750,932,Scarborough,2,2,1,11.0,29,62,1,2,70,33,1,51,0,2,18,25,5,25,26,14,4,33,21,17,11,61,39,4,2,2,1,89,56,3,35,7,43.77741649,-79.28121153,0,3,24
2500,2500,1099900,891.0,66591,28159,2250,495,Scarborough,4,4,2,10.5,49,48,0,3,78,31,0,51,0,4,18,31,5,21,24,16,6,21,20,23,15,61,38,0,0,0,0,70,68,4,24,4,43.7666549,-79.27523609,0,1,34
2501,2501,1149000,899.0,86043,34522,1227,936,Downtown,2,1,1,21.0,37,22,1,12,87,70,4,8,0,1,18,25,3,20,31,11,5,28,23,23,11,19,80,1,2,1,23,64,34,1,56,9,43.65851575,-79.36908009,0,6,128
2502,2502,2795900,1006.0,193484,74803,1499,1873,Midtown | Central,3,3,1,0.5,43,28,5,8,76,74,11,5,0,0,5,14,1,15,63,9,3,36,20,17,14,48,52,9,6,7,44,23,45,1,42,13,43.67477875,-79.40904478,1,1,22
2503,2503,1145900,496.0,193484,74803,749,1535,Midtown | Central,2,1,1,0.5,43,28,5,8,76,74,11,5,0,0,5,14,1,15,63,9,3,36,20,17,14,48,52,9,6,7,44,23,45,1,42,13,43.67477875,-79.40904478,0,1,22
2504,2504,1121800,840.72,133496,57534,1073,1045,Midtown | Central,2,2,1,14.0,58,31,0,4,96,67,7,12,0,4,5,16,3,22,53,9,3,35,23,15,15,30,70,6,3,1,8,82,40,0,54,5,43.70529303,-79.39726407,0,6,14
2505,2505,595000,468.74,64554,27981,649,921,Etobicoke,1,1,1,8.0,31,61,0,1,13,52,7,13,0,2,20,31,8,22,19,15,5,30,21,18,10,22,77,3,0,0,7,89,59,2,33,5,43.64057057,-79.56284263,0,1,18
2506,2506,599999,307.49,123310,64994,499,1202,Downtown,1,1,1,1.0,26,22,1,5,94,67,7,9,0,4,4,11,3,16,65,3,1,64,21,8,4,59,41,0,0,0,2,98,29,0,59,12,43.64562126,-79.39193375,0,5,160
2507,2507,1539000,1027.34,145042,67101,1299,1191,Downtown,2,2,1,7.0,28,22,0,1,99,57,5,16,0,5,4,12,2,19,64,5,1,48,21,14,10,45,55,0,0,0,1,99,38,0,53,9,43.6462357,-79.3763487,1,0,78
2508,2508,1188880,167.0,58595,26284,1902,625,Scarborough,4,4,2,20.0,52,45,0,2,42,43,3,39,0,1,20,30,8,21,19,18,7,20,21,19,16,31,68,11,0,5,6,67,69,4,21,5,43.73748263,-79.24544105,1,1,46
2509,2509,598800,433.47,58173,26506,1016,589,Etobicoke,2,2,1,31.0,37,61,0,1,3,30,0,46,0,3,25,33,5,19,18,24,6,22,23,16,8,51,49,10,0,2,0,87,73,6,14,7,43.75828846,-79.586393,1,1,18
2510,2510,599900,859.21,57068,23146,1239,484,Etobicoke,2,2,1,28.0,32,65,0,0,2,34,2,14,0,12,23,36,6,18,17,21,8,22,21,17,11,50,48,10,0,4,1,85,76,6,13,5,43.75120645,-79.58286068,0,1,26
2511,2511,4287500,2132.84,323225,128477,2374,1811,Midtown | Central,3,3,2,16.0,42,32,6,2,92,84,6,2,0,1,4,13,1,16,63,13,4,25,20,21,19,49,51,12,17,3,32,25,56,0,40,4,43.68156275,-79.39995532,0,1,12
2512,2512,699000,474.9,69903,30606,641,1090,North York,1,2,1,1.0,42,52,0,2,36,46,7,15,0,5,18,24,2,22,34,20,7,23,22,18,10,31,68,0,21,0,29,39,67,6,21,7,43.7194863,-79.3367507,1,1,32
2513,2513,1249000,841.26,118212,59974,1084,1152,Downtown,1,2,1,9.0,27,24,0,5,95,75,9,4,0,2,10,15,2,18,53,4,1,59,23,9,4,56,44,0,0,0,5,93,29,0,61,10,43.64616505,-79.39703008,0,5,166
2514,2514,649900,708.64,69572,30380,849,767,North York,2,1,1,46.0,39,54,0,5,42,27,2,30,0,17,14,21,4,21,39,12,4,18,20,21,25,83,17,5,2,0,3,69,62,3,30,5,43.7907822,-79.35613218,0,3,10
2515,2515,750000,426.1,57279,24599,753,996,Scarborough,2,2,1,11.0,29,62,1,2,70,33,1,51,0,2,18,25,5,25,26,14,4,33,21,17,11,61,39,4,2,2,1,89,56,3,35,7,43.77741649,-79.28121153,0,3,24
2516,2516,599000,687.26,60037,24868,972,616,Scarborough,2,2,1,38.0,33,63,0,2,14,34,2,54,0,0,24,31,6,19,20,20,6,21,19,19,15,57,42,3,9,2,8,49,68,5,23,4,43.80594251,-79.21910334,0,1,66
2517,2517,719900,433.54,123310,64994,549,1321,Downtown,1,1,1,1.0,26,22,1,5,94,67,7,9,0,4,4,11,3,16,65,3,1,64,21,8,4,59,41,0,0,0,2,98,29,0,59,12,43.64562126,-79.39193375,0,5,160
2518,2518,939999,381.0,179318,80278,555,1691,Downtown,1,1,1,1.0,38,23,1,7,92,65,8,7,0,6,4,16,2,15,63,6,3,35,17,16,22,36,64,0,1,0,2,95,38,0,54,7,43.6717424,-79.38780278,1,2,26
2519,2519,788888,522.36,103088,59932,677,1164,North York,2,2,1,7.0,41,50,2,7,91,35,7,23,0,21,2,14,1,17,63,11,3,33,26,17,10,75,25,5,0,0,2,89,54,1,40,5,43.75773273,-79.40314903,0,3,20
2520,2520,738000,533.29,66119,32179,749,989,North York,1,1,1,7.0,38,53,1,5,83,26,2,41,0,10,10,26,4,21,38,13,5,28,21,18,15,54,46,1,5,1,2,82,57,2,34,7,43.77473988,-79.33702566,1,3,24
2521,2521,629900,320.0,68780,27545,957,658,North York,2,2,1,49.0,39,51,0,0,44,40,12,22,0,0,19,35,3,18,26,16,6,31,19,17,11,50,50,1,2,0,7,80,59,4,25,12,43.76376781,-79.49828488,0,1,36
2522,2522,558900,318.42,72426,31819,549,1025,North York,1,1,1,9.4,31,59,0,2,21,46,46,8,0,0,41,28,6,14,5,17,7,20,22,20,14,37,62,35,3,3,58,1,69,4,24,4,43.736561,-79.4832,0,1,32
2523,2523,599000,1009.81,74867,30882,1299,463,Scarborough,2,2,2,31.0,33,61,1,2,23,50,1,30,0,1,20,35,5,22,16,17,7,22,19,21,14,68,30,24,9,6,5,27,71,8,17,4,43.79596448,-79.23099733,1,1,32
2524,2524,640000,821.58,67980,28651,1099,587,North York,3,2,1,43.0,38,59,0,2,14,37,29,20,6,0,23,35,6,27,9,18,8,22,19,23,10,62,37,21,0,1,12,66,71,5,18,6,43.69730998,-79.48990067,0,1,58
2525,2525,699990,506.31,88336,41919,605,1157,West End,2,2,1,5.0,41,29,0,3,97,74,9,5,0,1,20,20,2,13,41,7,2,51,23,10,7,46,53,1,2,4,19,66,38,1,46,16,43.64243413,-79.4245378,0,2,54
2526,2526,969000,737.34,125204,64764,749,1298,Downtown,2,2,1,1.0,26,21,2,5,93,56,9,16,0,5,3,11,3,16,65,3,1,64,20,8,4,57,43,0,0,0,1,98,29,0,59,12,43.64594089,-79.39205399,1,5,166
2527,2527,989999,356.48,75495,31885,1069,926,West End,2,3,1,5.0,51,36,1,7,92,68,20,1,0,0,22,24,3,23,26,14,3,31,26,16,10,34,66,4,10,2,40,42,52,2,37,8,43.66082089,-79.4523251,1,1,56
2528,2528,1238000,710.56,83466,40115,818,1512,Downtown,2,2,1,5.0,34,18,1,14,85,38,4,36,0,3,5,19,2,14,59,5,5,52,17,14,8,31,69,0,0,0,3,97,29,0,54,17,43.66177843,-79.38421827,1,2,64
2529,2529,949000,843.0,139179,65018,997,951,Downtown,2,2,1,5.0,27,22,0,2,98,65,7,8,0,3,5,12,2,19,61,6,2,46,22,14,10,42,58,0,0,0,1,98,38,0,53,9,43.6456952,-79.37614328,1,0,70
2530,2530,675900,382.8,72426,31819,649,1047,North York,1,2,1,0.5,31,59,0,2,21,46,46,8,0,0,41,28,6,14,5,17,7,20,22,20,14,37,62,35,3,3,58,1,69,4,24,4,43.736561,-79.4832,1,1,32
2531,2531,1025000,674.07,126087,66200,831,1232,Downtown,2,2,1,6.0,30,25,1,7,92,57,7,14,0,5,3,14,2,15,66,5,2,56,19,11,7,48,52,0,0,0,0,100,36,0,51,13,43.64141085,-79.3833082,1,5,76
2532,2532,779900,799.6,65619,27286,1299,603,North York,3,2,1,49.0,44,50,1,0,7,33,13,23,0,6,20,28,5,25,21,15,7,20,19,21,17,82,17,1,0,0,12,86,68,4,23,5,43.71133353,-79.32278209,0,1,28
2533,2533,674900,1066.0,125863,48724,1299,522,North York,1,2,1,33.0,32,56,2,5,93,36,5,29,0,13,11,21,2,17,47,13,7,23,20,22,16,70,30,45,0,5,12,33,63,3,28,6,43.76418239,-79.4049308,1,1,22
2534,2534,916000,359.5,74105,30146,1299,709,Scarborough,3,2,1,50.0,34,60,0,4,52,32,2,44,0,13,21,23,4,21,31,12,6,21,20,23,18,60,40,34,0,2,2,45,70,5,20,5,43.79377867,-79.32246593,0,1,22
2535,2535,919000,502.45,103466,52551,716,1282,Downtown,2,2,1,6.0,32,24,0,6,94,67,6,10,0,2,9,18,3,20,49,8,2,36,26,18,10,50,50,0,0,0,10,85,37,0,57,6,43.65258797,-79.36769131,0,0,124
2536,2536,1068000,676.29,131316,61086,792,1347,Downtown,2,2,1,5.0,42,18,1,8,91,45,5,25,0,4,3,16,2,16,62,6,3,45,19,13,14,29,71,0,0,0,3,96,35,0,55,10,43.67008451,-79.38640055,0,2,32
2537,2537,1198000,1093.62,149877,76645,1200,998,Etobicoke,2,2,2,9.0,26,71,1,7,43,56,16,5,0,2,6,18,4,28,45,6,2,37,25,18,11,79,21,0,0,0,0,97,41,0,54,5,43.62690651,-79.47837504,1,4,12
2538,2538,864999,504.81,106209,56414,725,1193,Downtown,1,1,1,16.0,28,27,0,4,96,57,9,15,0,4,3,13,2,15,67,6,2,60,21,7,4,56,44,0,0,0,0,99,35,0,51,14,43.6397347,-79.3920867,1,5,108
2539,2539,639000,422.17,66119,32179,535,1194,North York,1,1,1,7.0,38,53,1,5,83,26,2,41,0,10,10,26,4,21,38,13,5,28,21,18,15,54,46,1,5,1,2,82,57,2,34,7,43.77473988,-79.33702566,0,3,24
2540,2540,1525000,1739.81,105101,45477,2191,696,North York,2,3,2,39.0,29,66,0,3,16,36,0,33,0,11,13,23,4,27,34,6,2,9,10,16,58,73,26,3,1,1,1,94,54,2,42,2,43.79546733,-79.35267782,2,1,6
2541,2541,799000,395.35,142991,73590,630,1268,Downtown,1,1,1,3.0,30,29,1,7,92,63,8,10,0,4,3,14,2,15,66,6,2,48,21,14,10,51,49,0,0,0,0,100,39,0,50,11,43.6410868,-79.3814048,1,5,58
2542,2542,590000,431.27,120061,62848,463,1272,Downtown,1,1,1,21.0,32,32,1,4,95,76,9,6,0,0,4,14,2,19,62,6,2,57,23,9,4,61,39,0,0,0,3,95,33,0,56,11,43.641419,-79.39957852,0,5,128
2543,2543,735000,576.0,55863,22641,1099,674,Etobicoke,3,2,1,51.0,31,66,0,3,16,18,4,32,0,11,26,31,4,12,26,22,9,22,22,16,9,40,60,5,1,4,0,78,79,7,9,5,43.74387039,-79.58670767,0,1,56
2544,2544,629800,263.41,120402,61248,445,1415,Downtown,1,1,1,3.0,26,21,1,8,91,71,7,8,0,3,6,12,3,16,61,3,1,62,20,8,5,55,45,0,0,0,3,96,29,0,59,12,43.64683416,-79.39237813,0,5,174
2545,2545,4998000,2070.27,264817,94981,2389,2092,Downtown,2,3,2,1.0,37,32,1,6,93,70,10,4,0,2,7,17,2,16,56,7,3,26,17,21,27,36,63,4,8,2,17,65,40,0,55,5,43.67429677,-79.39606549,1,1,28
2546,2546,1518000,1214.4,103651,45035,2000,759,North York,4,3,2,2.5,26,70,0,5,53,49,2,20,0,2,9,28,4,27,31,15,6,18,25,23,12,45,55,16,4,1,31,27,63,2,32,3,43.7292522,-79.3353449,1,1,16
2547,2547,969000,637.28,94274,46223,802,1207,Downtown,2,2,1,11.0,43,16,1,8,91,49,10,14,0,6,3,17,2,19,57,4,3,48,21,14,10,26,74,0,0,0,8,90,33,0,56,11,43.67008442,-79.38055541,0,2,46
2548,2548,1219900,744.82,98637,51032,1008,1210,Downtown,2,2,1,6.0,39,34,1,4,95,56,8,18,0,5,5,15,2,16,61,7,2,59,20,9,4,52,48,0,0,0,1,98,35,0,51,13,43.63835992,-79.39865695,1,5,90
2549,2549,590000,362.18,123310,64994,378,1557,Downtown,1,1,1,4.0,26,22,1,5,94,67,7,9,0,4,4,11,3,16,65,3,1,64,21,8,4,59,41,0,0,0,2,98,29,0,59,12,43.64547521,-79.39231834,0,5,168
2550,2550,579797,437.0,56137,23035,849,685,Etobicoke,2,2,1,43.0,31,66,0,3,14,34,2,14,0,12,25,34,5,15,22,22,8,22,22,16,10,44,55,6,0,3,0,82,78,7,11,5,43.74747108,-79.58332958,0,1,38
2551,2551,600000,1090.05,90279,38247,1271,472,North York,3,2,1,46.0,47,41,0,0,79,57,16,7,0,1,14,33,4,22,24,19,6,20,22,17,17,55,45,11,0,3,21,65,63,2,29,6,43.72972436,-79.44195582,0,1,54
2552,2552,935000,549.35,160961,78994,779,1199,Downtown,2,2,1,12.0,28,27,1,5,94,49,3,27,0,5,3,14,2,17,65,6,2,44,21,15,12,49,51,0,0,0,0,100,40,0,51,9,43.64275127,-79.37691861,0,5,54
2553,2553,1100000,651.83,106616,52292,882,1247,Downtown,3,2,1,1.0,32,28,0,3,97,73,6,5,0,2,11,17,3,21,47,9,3,36,27,18,8,49,51,0,1,1,11,81,36,0,57,6,43.65388006,-79.36400537,0,0,122
2554,2554,1238800,717.0,82369,40060,987,1255,North York,2,2,1,8.0,42,48,0,3,97,36,8,33,0,9,6,17,2,17,57,10,5,30,22,17,17,71,29,3,0,0,6,88,56,1,35,8,43.77408075,-79.41501401,0,3,8
2555,2555,649000,305.3,82369,40060,439,1478,North York,1,1,1,9.0,42,48,0,3,97,36,8,33,0,9,6,17,2,17,57,10,5,30,22,17,17,71,29,3,0,0,6,88,56,1,35,8,43.77408075,-79.41501401,0,3,8
2556,2556,939999,728.0,78037,41875,932,1008,North York,2,2,1,20.0,47,42,0,0,100,36,8,33,0,9,8,18,2,18,54,10,5,30,22,16,17,56,44,4,0,1,0,91,52,1,39,8,43.76943057,-79.41608286,1,3,12
2557,2557,629000,389.89,104943,54608,465,1350,Downtown,1,1,1,7.0,36,34,1,6,93,56,8,18,0,5,4,14,2,17,62,7,2,59,20,8,3,55,45,0,0,0,2,97,35,0,52,13,43.63939414,-79.39978624,0,5,96
2558,2558,620000,441.03,92662,51748,575,1078,West End,1,1,1,11.0,41,51,0,1,3,55,18,0,0,8,11,19,8,17,38,21,7,25,20,15,11,38,61,7,0,1,40,47,57,2,38,3,43.63640691,-79.46606356,0,1,16
2559,2559,699000,435.14,155193,78644,499,1400,Etobicoke,1,1,1,2.5,28,68,0,7,49,61,13,6,0,0,6,18,4,30,42,6,1,27,23,24,19,77,23,0,0,0,0,99,43,0,53,3,43.62351721,-79.47928768,1,4,12
2560,2560,3088000,2196.95,98895,51532,1959,1576,Downtown,2,3,2,9.0,28,14,5,7,88,58,6,13,0,6,3,12,3,18,61,3,2,62,18,10,5,41,59,0,0,0,1,99,29,0,58,13,43.64890794,-79.38607578,1,1,114
2561,2561,769900,472.08,119544,56784,649,1192,Downtown,1,1,1,17.0,36,38,4,5,91,71,17,5,0,1,12,16,3,18,49,8,2,38,28,15,9,59,40,1,4,5,32,46,42,1,49,8,43.64491026,-79.4142458,0,6,42
2562,2562,999999,889.82,120616,51130,857,1166,Midtown | Central,2,2,1,4.0,59,26,0,3,92,83,7,2,1,1,7,21,4,19,48,9,3,30,20,18,20,20,80,6,3,2,30,58,43,0,50,7,43.68301867,-79.41800487,0,6,12
2563,2563,675000,422.43,95486,42857,518,1303,Downtown,1,1,1,1.0,34,19,3,5,92,63,10,8,0,1,8,22,5,18,43,6,3,33,24,23,10,30,70,0,1,1,14,81,31,0,58,11,43.6574957,-79.37437121,1,6,118
2564,2564,700000,835.58,63894,27284,1219,574,Scarborough,2,2,2,34.0,22,73,0,1,64,14,1,68,0,3,19,28,5,21,27,12,5,17,18,22,27,77,23,15,1,2,1,81,68,6,23,3,43.81448368,-79.32532605,1,1,8
2565,2565,699900,656.82,64241,26615,1099,642,Scarborough,3,1,1,46.0,39,56,0,3,73,42,0,38,0,7,20,27,7,25,20,19,6,19,22,22,12,53,47,6,0,2,4,54,69,5,21,4,43.76764051,-79.28285614,0,1,36
2566,2566,1650000,1346.8,102776,45064,1750,962,Etobicoke,3,3,2,2.5,28,61,0,2,56,61,15,4,0,0,15,23,8,27,26,13,5,26,22,22,12,62,38,40,3,7,34,9,58,2,34,7,43.59780487,-79.52892849,1,1,10
2567,2567,599900,656.82,64241,26615,1099,550,Scarborough,3,1,1,46.0,39,56,0,3,73,42,0,38,0,7,20,27,7,25,20,19,6,19,22,22,12,53,47,6,0,2,4,54,69,5,21,4,43.76764051,-79.28285614,0,1,36
2568,2568,822500,424.14,133496,57534,649,1274,Midtown | Central,1,1,1,10.0,58,31,0,4,96,67,7,12,0,4,5,16,3,22,53,9,3,35,23,15,15,30,70,6,3,1,8,82,40,0,54,5,43.70605732,-79.39776547,1,6,14
2569,2569,1928000,1234.68,269447,109718,1224,1575,Midtown | Central,2,2,1,1.0,54,31,4,2,94,72,13,3,0,2,2,16,1,16,60,8,2,21,18,20,31,39,61,4,5,2,7,79,41,0,56,4,43.6853296,-79.39252516,0,1,10
