MLS_number_condo,maint_fee,avg_income_household_yr,total_sqft,parking,age_of_building,commute_transit,commute_car,near_by_schools,near_by_bars&restaurants,speak_English,speak_Europe_language,speak_Africa_language,edu_no_diploma,edu_trade_cert,edu_coll_or_univ_cert,population_35_49_years,tenancy_property_type_semi_detached,tenancy_property_type_low_rise,bedrooms_plus_field,East End,East York,Etobicoke,Midtown | Central
C5524231,524.4,155900,575,1,4.0,29,29,1,92,49,3,0,3,2,16,21,0,0,0,0.0,0.0,0.0,0.0
C5600667,654.74,125148,862,1,10.0,27,27,0,96,75,9,0,3,2,18,23,0,2,1,0.0,0.0,0.0,0.0
C5595730,610.72,133496,849,1,13.0,58,31,0,96,67,7,0,5,3,22,23,3,8,0,0.0,0.0,0.0,1.0
W5596216,1032.0,104495,1274,1,7.0,32,61,0,77,47,15,0,22,5,23,24,1,9,1,0.0,0.0,1.0,0.0
C5599175,1410.2,101140,2750,2,23.0,40,26,3,84,62,9,0,13,4,19,23,4,28,1,0.0,0.0,0.0,0.0
C5603533,331.0,96028,504,1,1.0,34,20,2,96,61,11,0,7,3,20,24,0,10,0,0.0,0.0,0.0,0.0
C5576444,789.94,113415,1227,1,8.0,34,42,0,95,73,10,0,3,2,20,25,0,8,1,0.0,0.0,0.0,0.0
C5588563,339.78,114500,404,1,5.0,35,30,0,99,69,9,0,4,3,22,28,0,9,0,0.0,0.0,0.0,0.0
C5594960,875.65,82646,1148,1,7.0,32,17,1,83,46,4,0,5,2,14,17,0,2,1,0.0,0.0,0.0,0.0
C5514228,559.44,85090,618,1,13.0,34,17,1,85,46,4,0,6,3,16,18,0,4,1,0.0,0.0,0.0,0.0
W5519467,1786.35,117295,3124,1,0.5,42,44,0,94,78,13,0,9,1,18,25,7,55,1,0.0,0.0,0.0,0.0
C5601226,2296.63,119051,2288,1,11.0,26,20,2,91,56,9,0,4,3,18,19,0,1,1,0.0,0.0,0.0,0.0
W5565707,472.23,75687,559,1,10.0,44,52,0,89,62,19,0,10,4,24,22,0,0,0,0.0,0.0,1.0,0.0
C5572970,488.54,130890,617,1,2.0,39,52,0,13,25,3,0,8,0,23,19,1,1,1,0.0,0.0,0.0,0.0
C5571981,413.29,117023,569,1,7.0,26,20,1,92,56,9,0,7,3,17,20,0,3,1,0.0,0.0,0.0,0.0
W5507223,350.32,72426,649,1,9.0,31,59,0,21,46,46,0,41,6,14,22,3,58,1,0.0,0.0,0.0,0.0
W5601820,295.6,73231,1330,2,36.5,49,43,0,52,61,9,7,21,5,25,22,4,35,1,0.0,0.0,1.0,0.0
W5513558,356.36,81509,649,1,0.5,38,53,1,93,39,20,0,25,6,21,21,55,22,1,0.0,0.0,0.0,0.0
C5605504,389.57,120305,549,1,0.5,26,21,0,96,65,7,0,6,2,20,22,0,2,0,0.0,0.0,0.0,0.0
C5482903,793.19,133496,1091,1,13.0,58,31,0,96,67,7,0,5,3,22,23,3,8,1,0.0,0.0,0.0,1.0
C5585740,464.39,117862,673,1,3.0,53,34,2,94,67,8,0,7,3,22,23,3,10,1,0.0,0.0,0.0,1.0
C5584734,1006.32,75388,1618,1,23.0,39,31,1,95,50,10,0,20,6,20,23,1,15,0,0.0,0.0,0.0,0.0
E5594836,448.61,110379,635,1,13.0,47,32,0,98,80,6,0,16,3,20,29,4,30,1,1.0,0.0,0.0,0.0
C5581610,538.47,189346,485,1,13.0,38,25,1,93,65,8,0,5,2,16,18,1,2,0,0.0,0.0,0.0,0.0
C5584861,696.65,101480,849,1,9.0,34,25,0,95,67,6,0,12,3,19,27,0,11,0,0.0,0.0,0.0,0.0
W5502190,521.796,72426,649,1,10.2,31,59,0,21,46,46,0,41,6,14,22,3,58,1,0.0,0.0,0.0,0.0
E5595822,502.29,69492,1099,1,45.0,54,36,0,83,65,2,0,19,3,23,24,10,18,1,1.0,0.0,0.0,0.0
E5575641,617.54,55618,820,2,8.0,27,63,1,88,33,1,0,17,4,26,21,1,1,0,0.0,0.0,0.0,0.0
W5581035,595.0,76683,949,1,50.0,27,66,1,10,33,3,26,32,5,18,17,1,0,0,0.0,0.0,1.0,0.0
E5606697,715.82,63894,1080,1,34.0,22,73,0,64,14,1,0,19,5,21,18,1,1,0,0.0,0.0,0.0,0.0
C5608129,400.51,117167,690,1,9.0,30,30,1,93,75,9,0,5,2,22,28,1,10,0,0.0,0.0,0.0,0.0
C5574058,704.82,117023,772,1,7.0,26,20,1,92,56,9,0,7,3,17,20,0,3,0,0.0,0.0,0.0,0.0
W5600317,633.68,131093,649,1,9.0,19,74,2,65,58,15,0,22,4,20,25,2,10,1,0.0,0.0,1.0,0.0
C5596504,390.68,145764,504,1,6.0,29,28,1,93,57,5,0,2,2,15,20,0,0,1,0.0,0.0,0.0,0.0
C5608644,649.68,108006,817,1,12.0,30,23,0,96,69,9,0,7,2,18,25,0,10,0,0.0,0.0,0.0,0.0
W5606988,343.92,88075,1125,1,6.0,33,63,0,2,69,12,0,19,4,19,17,0,0,0,0.0,0.0,1.0,0.0
E5606249,715.58,67909,869,1,12.0,35,59,2,96,34,0,0,12,5,25,18,0,0,1,0.0,0.0,0.0,0.0
C5583994,1634.36,346562,1099,1,27.4,31,44,5,86,80,8,0,1,0,16,16,9,37,0,0.0,0.0,0.0,1.0
W5604009,662.91,116970,769,1,9.0,26,69,0,58,50,20,0,8,4,28,23,1,9,0,0.0,0.0,1.0,0.0
C5606732,667.43,117862,929,1,25.0,53,34,2,93,67,8,0,7,3,22,23,3,10,1,0.0,0.0,0.0,1.0
C5550014,281.5,160690,373,1,3.0,29,29,1,92,59,9,0,2,2,16,21,0,0,0,0.0,0.0,0.0,0.0
C5588498,625.45,82856,829,1,18.0,48,43,0,98,59,4,0,5,2,19,21,0,0,0,0.0,0.0,0.0,0.0
W5587884,350.0,91848,466,1,6.0,53,39,0,80,60,22,0,7,3,20,24,2,8,0,0.0,0.0,0.0,0.0
E5590248,416.64,75741,1499,2,48.0,24,70,1,92,20,3,0,21,4,22,18,6,13,1,0.0,0.0,0.0,0.0
C5545996,3913.26,219464,2249,2,0.5,49,38,2,36,77,1,0,8,1,15,16,2,20,0,0.0,0.0,0.0,1.0
W5571327,408.8,123201,524,1,6.0,26,70,1,55,50,20,0,8,4,28,24,0,7,0,0.0,0.0,1.0,0.0
W5608200,411.96,93819,531,1,5.0,41,48,1,74,42,24,0,24,9,20,19,1,17,1,0.0,0.0,0.0,0.0
C5568360,634.15,89968,1699,3,32.8,37,58,0,20,33,5,0,10,4,30,18,17,23,0,0.0,0.0,0.0,0.0
W5557081,321.0,72426,549,1,0.5,31,59,0,21,46,46,0,41,6,14,22,3,58,0,0.0,0.0,0.0,0.0
W5569335,1333.8,81751,3250,2,0.5,19,72,0,34,46,46,0,34,7,10,21,9,3,1,0.0,0.0,0.0,0.0
W5578423,424.79,127755,532,1,6.0,26,70,1,55,61,13,0,8,4,28,24,0,5,0,0.0,0.0,1.0,0.0
E5607034,557.62,80313,600,1,4.0,38,57,0,47,56,7,0,18,5,25,22,1,28,1,0.0,1.0,0.0,0.0
C5569317,810.1,66707,904,1,26.0,52,43,2,94,19,2,0,7,1,17,22,0,2,0,0.0,0.0,0.0,0.0
C5546432,688.61,95486,750,1,1.0,34,19,3,92,63,10,0,8,5,18,24,1,14,1,0.0,0.0,0.0,0.0
W5564157,403.98,69526,743,1,4.0,50,43,0,23,44,32,2,31,7,20,22,5,25,0,0.0,0.0,0.0,0.0
W5582733,739.77,49771,849,1,40.5,36,60,0,13,51,7,3,27,7,18,19,3,0,0,0.0,0.0,0.0,0.0
C5593355,473.71,113766,649,1,1.0,38,41,5,88,63,10,0,3,2,20,27,0,13,1,0.0,0.0,0.0,0.0
C5604864,494.05,103088,636,1,7.0,41,50,2,91,35,7,0,2,1,17,26,0,2,1,0.0,0.0,0.0,0.0
W5583700,775.0,66939,849,1,49.0,40,53,0,27,37,54,0,35,7,14,21,1,4,1,0.0,0.0,0.0,0.0
W5592577,715.8176000000001,98399,1868,2,44.5,20,77,0,8,49,0,0,18,2,19,18,4,4,0,0.0,0.0,1.0,0.0
C5580644,699.02,83466,802,1,5.0,34,18,1,85,38,4,0,5,2,14,17,0,3,1,0.0,0.0,0.0,0.0
C5589186,1580.92,119051,1617,1,10.0,26,20,2,91,56,9,0,4,3,18,19,0,1,0,0.0,0.0,0.0,0.0
W5563027,468.74,64554,649,1,8.0,31,61,0,13,52,7,0,20,8,22,21,0,7,0,0.0,0.0,1.0,0.0
C5578669,760.68,130890,949,1,7.0,39,52,0,13,25,3,0,8,0,23,19,1,1,1,0.0,0.0,0.0,0.0
C5601934,551.56,84666,816,1,9.0,33,18,1,84,38,4,0,4,2,13,16,0,2,0,0.0,0.0,0.0,0.0
C5603150,656.53,131658,785,1,6.0,39,32,0,99,73,6,0,9,5,23,29,2,19,1,0.0,0.0,0.0,0.0
C5590954,424.6,93644,690,1,9.0,38,31,0,96,74,9,0,14,3,15,23,1,10,0,0.0,0.0,0.0,0.0
C5598184,1266.46,100809,1299,1,8.0,42,51,2,32,37,4,0,7,5,18,23,5,23,1,0.0,0.0,0.0,0.0
C5607874,580.3,69903,773,1,1.0,42,52,0,36,46,7,0,18,2,22,22,21,29,0,0.0,0.0,0.0,0.0
E5582193,775.6,83083,1750,3,39.8,36,63,0,1,48,0,1,16,5,23,22,26,0,0,0.0,0.0,0.0,0.0
C5511065,3057.9,200737,2755,2,14.0,37,25,1,98,65,8,0,4,2,14,17,1,2,0,0.0,0.0,0.0,0.0
W5599062,1675.04,125745,1791,2,45.0,26,65,0,7,52,12,0,9,4,20,16,3,0,0,0.0,0.0,1.0,0.0
C5589841,995.0,85849,1189,2,16.0,39,56,2,28,26,6,0,6,3,21,25,0,2,0,0.0,0.0,0.0,0.0
C5606502,420.87,94274,390,1,31.0,43,16,1,92,49,10,0,3,2,19,21,0,8,0,0.0,0.0,0.0,0.0
W5605849,593.81,149877,648,1,9.0,26,71,1,43,56,16,0,6,4,28,25,0,0,1,0.0,0.0,1.0,0.0
W5565265,646.0,55876,1002,2,42.0,31,66,0,12,34,2,0,25,5,15,22,0,0,0,0.0,0.0,1.0,0.0
W5563639,394.35,143962,507,1,9.0,19,79,1,55,58,15,0,6,4,24,26,0,2,0,0.0,0.0,1.0,0.0
C5598758,700.0,130821,949,1,4.9,28,30,0,98,76,9,0,3,2,19,24,0,2,0,0.0,0.0,0.0,0.0
C5493784,3826.0,250716,2111,2,6.0,35,34,1,92,70,10,0,7,2,17,17,5,11,0,0.0,0.0,0.0,0.0
C5502326,1118.18,87424,1499,1,0.5,37,17,1,86,69,11,0,5,2,17,18,0,6,0,0.0,0.0,0.0,0.0
W5574472,549.0,116505,593,1,8.0,35,55,0,3,62,16,0,7,6,21,21,0,11,1,0.0,0.0,0.0,0.0
W5604292,456.77,105852,749,1,13.0,40,51,0,64,46,14,0,12,7,23,23,1,5,1,0.0,0.0,1.0,0.0
E5587637,774.5792,100755,2528,3,43.7,39,54,1,29,61,9,0,16,6,23,17,1,6,0,0.0,0.0,0.0,0.0
C5577432,457.23,68377,629,1,14.0,51,44,3,93,18,3,0,6,2,19,19,1,1,0,0.0,0.0,0.0,0.0
W5572315,450.04,56137,1099,1,43.0,31,66,0,14,34,2,0,25,5,15,22,0,0,1,0.0,0.0,1.0,0.0
C5590184,898.86,112515,871,1,19.0,30,29,0,96,63,8,0,3,1,16,22,0,0,0,0.0,0.0,0.0,0.0
C5606638,902.23,165244,1051,1,23.0,29,30,1,92,59,9,0,2,2,16,21,0,0,0,0.0,0.0,0.0,0.0
C5606012,211.0,83466,276,1,5.0,34,18,1,85,38,4,0,5,2,14,17,0,3,0,0.0,0.0,0.0,0.0
C5591503,611.97,121886,667,1,31.0,27,22,0,98,66,5,0,5,2,18,23,0,5,1,0.0,0.0,0.0,0.0
C5605231,1745.9,220356,1274,1,47.0,45,41,1,33,74,7,0,8,1,15,16,2,20,0,0.0,0.0,0.0,1.0
E5606234,621.9200000000001,70664,1300,4,36.0,29,61,0,17,53,0,0,27,5,21,19,15,3,2,0.0,0.0,0.0,0.0
W5590895,1048.0,116970,1198,2,9.0,26,69,0,58,50,20,0,8,4,28,23,1,9,1,0.0,0.0,1.0,0.0
C5561005,422.43,95486,518,1,1.0,34,19,3,92,63,10,0,8,5,18,24,1,14,1,0.0,0.0,0.0,0.0
E5588431,858.0,50859,1455,2,47.0,37,59,0,41,32,0,0,24,3,19,20,0,1,1,0.0,0.0,0.0,0.0
E5566830,471.83,57279,809,1,11.0,29,62,1,70,33,1,0,18,5,25,21,2,1,0,0.0,0.0,0.0,0.0
W5607918,395.0,50459,1871,2,20.0,44,46,0,18,41,15,0,25,5,18,19,4,1,0,0.0,0.0,0.0,0.0
E5600955,330.06,65303,1099,1,9.0,33,62,1,30,43,0,0,20,5,20,21,3,2,0,0.0,0.0,0.0,0.0
C5379837,1190.03,271792,1351,1,12.0,43,39,6,92,71,11,0,3,2,19,17,2,20,0,0.0,0.0,0.0,1.0
C5541919,971.29,165244,1062,1,45.0,29,30,1,92,59,9,0,2,2,16,21,0,0,0,0.0,0.0,0.0,0.0
C5544101,598.19,90412,666,1,7.0,39,30,0,95,74,9,0,17,2,14,23,1,15,1,0.0,0.0,0.0,0.0
C5519091,587.7,82856,780,1,18.0,48,43,0,98,59,4,0,5,2,19,21,0,0,0,0.0,0.0,0.0,0.0
E5592559,399.0,55618,549,1,2.5,27,63,1,95,33,1,0,17,4,26,21,1,1,0,0.0,0.0,0.0,0.0
W5570975,425.62,137681,610,1,5.0,24,73,1,53,58,15,0,7,4,27,24,0,2,0,0.0,0.0,1.0,0.0
W5606430,565.16,76457,564,1,15.0,43,52,0,92,48,17,5,10,4,24,22,0,2,0,0.0,0.0,1.0,0.0
C5603204,645.73,86178,711,1,1.0,37,17,0,84,42,7,0,3,1,15,17,0,6,0,0.0,0.0,0.0,0.0
C5602400,768.53,145042,935,1,7.0,28,22,0,99,57,5,0,4,2,19,21,0,1,1,0.0,0.0,0.0,0.0
C5605893,705.0,112838,649,1,31.0,33,36,5,88,73,8,0,8,1,21,29,2,16,1,0.0,0.0,0.0,0.0
E5524423,492.15,146789,1099,1,0.5,32,59,1,30,88,4,0,11,4,21,23,2,17,0,0.0,0.0,0.0,0.0
E5581710,522.3152,82009,649,1,8.3,26,68,0,58,60,10,0,20,3,26,20,0,1,1,0.0,0.0,0.0,0.0
E5590173,650.18,143253,1099,1,0.5,32,57,2,74,74,5,0,14,3,16,26,18,30,0,1.0,0.0,0.0,0.0
C5596099,595.36,110653,885,1,25.0,31,20,1,97,66,5,0,4,2,19,23,0,5,1,0.0,0.0,0.0,0.0
C5606747,519.78,202759,600,1,16.0,36,53,3,20,85,2,0,9,2,14,23,4,20,0,0.0,0.0,0.0,1.0
W5596693,827.48,69768,810,1,15.0,50,43,0,23,44,25,0,30,6,20,22,3,31,1,0.0,0.0,0.0,0.0
C5604404,545.4,90412,604,1,7.0,39,30,0,95,74,9,0,17,2,14,23,1,15,0,0.0,0.0,0.0,0.0
C5603616,420.06,69286,572,1,1.0,43,29,2,90,32,0,5,20,4,15,22,3,17,1,0.0,0.0,0.0,0.0
C5603756,571.0,92343,771,1,10.0,41,36,1,93,63,10,0,5,3,17,21,0,1,1,0.0,0.0,0.0,0.0
C5582726,651.55,88366,577,1,14.0,39,17,0,89,69,10,0,5,2,19,19,0,8,1,0.0,0.0,0.0,0.0
C5600501,1470.56,275296,1723,1,42.0,38,32,4,90,63,7,0,8,1,16,17,9,23,1,0.0,0.0,0.0,0.0
C5556930,910.0,85849,944,2,16.0,39,56,2,28,26,6,0,6,3,21,25,0,2,0,0.0,0.0,0.0,0.0
C5605794,1339.7,108117,1361,1,31.0,27,15,2,94,58,6,0,2,4,17,19,0,1,1,0.0,0.0,0.0,0.0
W5558451,600.0,155193,649,1,8.0,28,68,0,49,61,13,0,6,4,30,23,0,0,1,0.0,0.0,1.0,0.0
C5592727,362.0,97813,499,1,3.0,38,34,1,94,56,8,0,5,2,16,20,0,1,0,0.0,0.0,0.0,0.0
W5521699,601.18,154719,747,1,12.0,26,70,1,33,56,16,0,6,4,30,24,0,0,1,0.0,0.0,1.0,0.0
C5541793,921.1,88539,1137,1,2.0,25,67,0,7,30,0,0,14,2,20,19,0,0,0,0.0,0.0,0.0,0.0
E5583416,591.02,76476,886,1,16.0,33,63,0,57,36,1,0,16,5,25,23,14,1,0,0.0,0.0,0.0,0.0
C5605518,498.39,113901,641,1,12.0,36,58,2,29,29,3,0,8,3,19,23,0,1,1,0.0,0.0,0.0,0.0
W5553755,690.7464,131093,849,1,0.5,19,74,2,68,58,15,0,22,4,20,25,2,10,0,0.0,0.0,1.0,0.0
W5509771,331.18,72426,549,1,0.5,31,59,0,21,46,46,0,41,6,14,22,3,58,1,0.0,0.0,0.0,0.0
C5595159,519.78,96189,1499,2,45.0,32,61,0,23,26,40,0,11,6,23,17,2,1,1,0.0,0.0,0.0,0.0
W5565325,566.79,58173,1043,1,29.0,37,61,0,3,30,0,0,25,5,19,23,0,0,0,0.0,0.0,1.0,0.0
C5602806,700.71,78328,1114,1,2.0,45,29,2,91,49,33,0,22,3,16,25,10,50,0,0.0,0.0,0.0,0.0
C5536358,423.17,142991,649,1,3.0,30,29,1,92,63,8,0,3,2,15,21,0,0,1,0.0,0.0,0.0,0.0
C5586568,799.6,65619,1099,1,49.0,44,50,1,7,33,13,0,20,5,25,19,0,12,0,0.0,0.0,0.0,0.0
C5607661,595.56,54178,613,1,50.0,49,44,1,29,31,0,0,22,4,21,21,0,2,0,0.0,0.0,0.0,0.0
W5587308,756.67,110259,669,1,32.0,37,52,0,3,53,20,0,8,6,20,21,0,13,1,0.0,0.0,0.0,0.0
C5565419,654.43,111913,823,1,11.0,27,27,0,96,76,9,0,3,2,17,22,0,1,0,0.0,0.0,0.0,0.0
E5588355,1081.1,62379,1099,1,41.7,40,57,0,40,37,0,0,21,4,19,18,1,0,0,0.0,0.0,0.0,0.0
C5547400,736.05,90646,849,1,6.0,48,42,0,94,29,5,0,5,2,16,21,0,2,1,0.0,0.0,0.0,0.0
C5604785,524.78,97934,642,1,32.0,38,17,0,91,41,3,0,4,1,15,16,0,5,1,0.0,0.0,0.0,0.0
E5607802,642.07,59725,977,1,35.0,34,63,0,20,34,2,0,17,7,22,21,7,3,1,0.0,0.0,0.0,0.0
C5604361,947.88,112017,1087,1,11.0,60,25,0,97,74,10,0,7,4,21,21,2,32,0,0.0,0.0,0.0,1.0
C5601255,469.19,74753,706,1,2.0,45,44,0,97,29,6,0,7,2,16,23,0,1,0,0.0,0.0,0.0,0.0
C5591827,317.52,99541,390,1,13.0,38,35,1,93,63,10,0,5,2,16,20,0,1,0,0.0,0.0,0.0,0.0
C5581069,786.71,139179,1093,1,32.0,27,22,0,98,65,7,0,5,2,19,22,0,1,0,0.0,0.0,0.0,0.0
C5536912,401.06,142991,648,1,3.0,30,29,1,92,63,8,0,3,2,15,21,0,0,1,0.0,0.0,0.0,0.0
C5432216,7373.81,323780,4275,2,9.0,40,27,1,96,70,9,0,2,3,13,13,2,4,0,0.0,0.0,0.0,0.0
C5597459,380.1,101480,543,1,11.0,34,25,0,95,67,6,0,12,3,19,27,0,11,0,0.0,0.0,0.0,0.0
C5559401,1214.4,103651,2000,2,2.5,26,70,0,53,49,2,0,9,4,27,25,4,31,1,0.0,0.0,0.0,0.0
W5600275,391.27,77334,1213,1,4.0,30,62,2,42,61,9,0,20,7,20,19,2,29,0,0.0,0.0,1.0,0.0
W5599715,632.26,73077,938,1,18.0,48,45,0,66,54,18,0,20,6,25,25,1,23,0,0.0,0.0,0.0,0.0
E5573986,359.07,79419,955,1,1.0,41,58,0,1,71,3,0,17,4,22,21,30,0,1,0.0,0.0,0.0,0.0
C5572122,424.56,139454,587,1,7.0,49,17,0,94,77,10,0,9,2,11,19,11,62,1,0.0,0.0,0.0,0.0
C5560802,2070.27,264817,2389,2,1.0,37,32,1,93,70,10,0,7,2,16,17,8,17,1,0.0,0.0,0.0,0.0
C5606247,572.9,103088,752,1,7.0,41,50,2,91,35,7,0,2,1,17,26,0,2,0,0.0,0.0,0.0,0.0
C5557707,6884.0,317705,4237,2,14.0,33,33,1,95,70,10,0,3,3,14,15,3,5,0,0.0,0.0,0.0,0.0
C5605182,1658.61,317399,1355,1,22.0,35,32,1,95,70,9,0,2,3,14,14,4,6,0,0.0,0.0,0.0,0.0
C5586373,513.71,135964,564,1,10.0,38,53,0,13,25,3,0,7,0,23,19,1,1,1,0.0,0.0,0.0,0.0
C5583336,1002.55,142368,1181,1,1.0,58,30,0,97,55,7,0,5,3,22,23,3,8,1,0.0,0.0,0.0,1.0
W5560025,416.44,72426,749,1,8.9,31,59,0,21,46,46,0,41,6,14,22,3,58,0,0.0,0.0,0.0,0.0
C5536921,1074.44,85090,1299,1,40.0,34,17,1,83,46,4,0,6,3,16,18,0,4,0,0.0,0.0,0.0,0.0
E5605450,736.99,118459,1099,1,11.5,30,64,1,26,82,7,0,13,2,21,23,4,28,0,0.0,0.0,0.0,0.0
C5602198,2096.6,107567,2750,1,3.0,38,24,1,94,62,32,0,20,1,18,22,18,56,1,0.0,0.0,0.0,0.0
W5599887,652.73,73077,939,1,18.0,48,45,0,66,54,18,0,20,6,25,25,1,23,0,0.0,0.0,0.0,0.0
W5608130,1529.35,155373,919,2,44.0,26,69,0,24,58,15,0,6,3,30,23,0,0,0,0.0,0.0,1.0,0.0
E5587494,456.14,67152,949,1,12.0,53,40,0,27,52,5,0,24,6,25,23,1,23,0,0.0,0.0,0.0,0.0
W5592091,428.82,65566,464,1,1.0,38,55,1,9,45,34,0,18,8,24,25,0,80,0,0.0,0.0,1.0,0.0
C5573537,462.28,85900,1499,1,11.0,40,16,0,89,56,11,0,4,2,18,19,0,8,0,0.0,0.0,0.0,0.0
C5544645,360.01,88366,549,1,2.0,39,17,1,88,69,10,0,5,2,19,19,0,8,1,0.0,0.0,0.0,0.0
C5603618,647.51,88581,820,1,2.0,28,15,2,91,51,4,0,8,1,14,18,0,9,0,0.0,0.0,0.0,0.0
W5580309,918.74,61601,1049,1,48.0,42,56,0,9,48,21,5,26,5,23,19,1,10,1,0.0,0.0,0.0,0.0
C5596423,808.32,123469,1069,1,26.0,31,61,1,52,69,14,0,13,4,23,19,0,21,1,0.0,0.0,0.0,0.0
W5605861,550.25,242409,749,1,2.5,24,72,1,10,80,11,0,9,4,15,20,1,11,0,0.0,0.0,1.0,0.0
C5594316,2350.94,166946,2124,2,40.0,39,21,0,95,75,6,0,3,1,14,16,0,3,0,0.0,0.0,0.0,0.0
W5576106,708.99,69998,991,1,37.0,29,65,0,3,42,33,2,17,9,23,19,1,0,1,0.0,0.0,1.0,0.0
C5542737,2193.11,127943,1444,1,9.0,27,22,2,95,58,6,0,3,2,16,22,0,2,0,0.0,0.0,0.0,0.0
W5602360,877.77,99583,1144,1,11.0,36,60,0,28,41,17,0,17,2,19,25,5,18,1,0.0,0.0,0.0,0.0
C5534377,760.0,156737,1299,1,0.5,41,26,5,72,80,5,0,7,0,15,20,12,52,1,0.0,0.0,0.0,1.0
C5605791,410.71,121434,570,1,7.0,38,39,3,93,69,14,0,6,3,20,29,1,16,0,0.0,0.0,0.0,0.0
W5606481,470.0,94004,1499,2,43.0,24,68,1,3,55,11,5,22,7,21,17,2,1,1,0.0,0.0,1.0,0.0
E5604919,499.04,58559,749,1,4.0,38,57,1,54,20,1,0,18,3,23,18,0,2,0,0.0,0.0,0.0,0.0
W5588217,1380.95,156540,1440,2,28.0,26,69,0,19,61,13,0,6,4,30,23,0,0,0,0.0,0.0,1.0,0.0
W5593128,577.7,64554,754,1,8.0,31,61,0,13,52,7,0,20,8,22,21,0,7,0,0.0,0.0,1.0,0.0
W5574297,265.24,81751,1099,1,27.5,19,72,0,20,46,46,0,34,7,10,21,9,3,1,0.0,0.0,0.0,0.0
C5607020,731.42,68029,1435,1,50.0,45,53,0,11,32,26,0,12,6,26,22,10,2,0,0.0,0.0,0.0,0.0
W5597809,463.28,93249,569,1,7.0,30,62,0,56,55,23,0,26,6,20,21,0,7,0,0.0,0.0,1.0,0.0
C5571001,1047.03,205691,994,1,18.0,54,32,6,92,70,9,0,2,2,19,18,1,16,1,0.0,0.0,0.0,1.0
W5593847,649.74,137681,802,1,3.0,24,73,1,55,58,15,0,7,4,27,24,0,2,0,0.0,0.0,1.0,0.0
C5602877,310.56,62129,493,1,2.0,46,29,1,91,0,0,0,19,5,17,23,2,17,0,0.0,0.0,0.0,0.0
C5588647,1919.67,105111,2479,1,6.0,27,16,3,91,60,5,0,3,4,18,18,0,1,1,0.0,0.0,0.0,0.0
E5594296,479.0,105708,754,1,6.0,41,41,1,90,78,7,0,20,2,18,27,18,19,1,1.0,0.0,0.0,0.0
C5602671,313.19,83353,2313,2,16.4,47,41,0,97,36,8,0,8,3,16,21,0,1,1,0.0,0.0,0.0,0.0
C5595511,476.63,109723,618,1,19.0,26,26,0,96,67,7,0,3,2,16,21,0,1,1,0.0,0.0,0.0,0.0
C5562942,439.5,67464,649,1,10.9,47,45,0,52,27,0,0,12,5,20,21,0,0,1,0.0,0.0,0.0,0.0
C5594293,388.68,191898,1699,3,44.0,29,64,1,63,55,8,0,6,2,21,25,1,36,0,0.0,0.0,0.0,0.0
C5536614,3772.28,115505,4470,3,33.0,31,30,0,95,65,6,0,2,1,16,22,0,0,0,0.0,0.0,0.0,0.0
C5560044,717.0,82369,987,1,8.0,42,48,0,97,36,8,0,6,2,17,22,0,6,0,0.0,0.0,0.0,0.0
C5599734,501.68,99541,633,1,13.0,38,35,1,93,63,10,0,5,2,16,20,0,1,1,0.0,0.0,0.0,0.0
C5601920,594.9,118448,1070,1,13.0,32,33,2,95,72,11,0,5,2,20,28,1,9,0,0.0,0.0,0.0,0.0
C5578155,1219.9,88975,1170,1,30.0,37,17,1,87,69,11,0,5,2,17,19,0,7,1,0.0,0.0,0.0,0.0
C5574505,1015.0,69789,1699,1,0.5,34,20,0,94,63,9,0,9,3,27,27,0,6,0,0.0,0.0,0.0,0.0
C5590957,470.54,164989,703,1,14.0,28,26,2,94,57,5,0,3,2,16,21,0,1,1,0.0,0.0,0.0,0.0
C5550656,548.84,125447,692,1,2.0,57,32,0,97,53,15,0,5,3,22,23,3,8,0,0.0,0.0,0.0,1.0
C5596937,441.61,116816,549,1,7.0,26,19,2,91,56,9,0,6,3,17,19,0,2,0,0.0,0.0,0.0,0.0
C5467553,510.68,67464,808,1,0.5,47,45,0,50,27,0,0,12,5,20,21,0,0,0,0.0,0.0,0.0,0.0
E5556334,330.0,67405,1099,2,43.0,31,65,0,20,53,0,0,19,6,23,21,11,2,0,0.0,0.0,0.0,0.0
C5603925,820.37,69789,790,1,2.0,34,20,0,94,63,9,0,9,3,27,27,0,6,1,0.0,0.0,0.0,0.0
C5607959,348.17,120061,523,1,21.0,32,32,1,95,76,9,0,4,2,19,23,0,3,0,0.0,0.0,0.0,0.0
E5551379,559.95,54611,753,1,9.0,26,62,1,96,33,1,0,16,4,26,21,0,1,0,0.0,0.0,0.0,0.0
C5554762,1931.0,109458,2422,2,27.0,29,66,0,15,36,0,0,15,3,27,11,5,5,1,0.0,0.0,0.0,0.0
W5558678,584.0,94225,949,1,18.0,31,63,0,56,55,23,0,25,5,20,21,0,6,0,0.0,0.0,1.0,0.0
C5606590,1574.57,109458,1937,2,27.0,29,66,0,15,36,0,0,15,3,27,11,5,5,1,0.0,0.0,0.0,0.0
C5597380,486.78,69903,649,1,1.0,42,52,0,36,46,7,0,18,2,22,22,21,29,1,0.0,0.0,0.0,0.0
C5532302,571.0,116573,789,1,20.0,34,32,0,95,65,6,0,3,1,16,21,0,0,0,0.0,0.0,0.0,0.0
