MLS_number_condo,maint_fee,avg_income_household_yr,total_sqft,parking,age_of_building,commute_transit,commute_car,near_by_schools,near_by_bars&restaurants,speak_English,speak_Europe_language,speak_Africa_language,edu_no_diploma,edu_trade_cert,edu_coll_or_univ_cert,population_35_49_years,tenancy_property_type_semi_detached,tenancy_property_type_low_rise,bedrooms_plus_field,East End,East York,Etobicoke,Midtown | Central
C5528047,632.79,176244,826,1,34.0,45,18,3,90,77,6,0,2,2,14,16,2,20,1,0.0,0.0,0.0,0.0
W5583600,494.63,73518,531,1,5.0,30,65,0,5,58,15,0,21,6,22,22,4,28,1,0.0,0.0,1.0,0.0
E5591288,621.71,60258,804,1,32.0,47,50,0,8,52,0,0,23,6,23,20,4,2,0,0.0,0.0,0.0,0.0
C5606079,351.17,101548,502,1,5.0,54,34,0,98,53,15,0,7,3,21,23,1,9,0,0.0,0.0,0.0,1.0
C5526156,1384.39,179318,1787,2,6.0,38,23,1,92,65,8,0,4,2,15,17,1,2,1,0.0,0.0,0.0,0.0
C5606454,664.77,90646,749,1,6.0,48,42,0,94,29,5,0,5,2,16,21,0,2,1,0.0,0.0,0.0,0.0
E5587532,931.16,62428,1031,1,44.0,37,56,0,44,34,0,0,28,7,19,19,0,0,0,0.0,0.0,0.0,0.0
C5593576,917.2,167567,1099,1,3.0,24,62,2,47,79,2,0,11,1,20,23,16,28,1,0.0,1.0,0.0,0.0
C5583310,359.82,118212,480,1,5.0,27,24,0,96,75,9,0,10,2,18,23,0,5,0,0.0,0.0,0.0,0.0
W5605192,567.96,93451,730,1,14.0,32,60,0,69,49,27,0,24,8,21,25,0,7,1,0.0,0.0,1.0,0.0
W5576841,582.0,155193,649,1,8.0,28,68,0,49,61,13,0,6,4,30,23,0,0,1,0.0,0.0,1.0,0.0
C5579411,867.53,106209,1220,2,16.0,28,27,0,96,57,9,0,3,2,15,21,0,0,1,0.0,0.0,0.0,0.0
W5603555,343.94,72426,549,1,6.2,31,59,0,21,46,46,0,41,6,14,22,3,58,1,0.0,0.0,0.0,0.0
C5561119,422.17,66119,535,1,7.0,38,53,1,83,26,2,0,10,4,21,21,5,2,0,0.0,0.0,0.0,0.0
C5573637,457.59,133496,749,1,9.0,58,31,0,96,67,7,0,5,3,22,23,3,8,0,0.0,0.0,0.0,1.0
E5575101,642.07,59725,930,1,35.0,34,63,0,20,34,2,0,17,7,22,21,7,3,0,0.0,0.0,0.0,0.0
C5595323,674.28,101613,1144,1,10.0,46,44,2,91,35,7,0,3,1,15,27,0,17,1,0.0,0.0,0.0,0.0
C5596783,727.64,80933,1006,1,18.0,42,48,1,96,19,7,0,6,2,18,23,0,6,1,0.0,0.0,0.0,0.0
C5588415,356.32,86043,949,1,100.0,37,22,2,86,70,4,0,18,3,20,23,2,23,0,0.0,0.0,0.0,0.0
C5601567,409.08,88366,483,1,14.0,39,17,0,89,69,10,0,5,2,19,19,0,8,0,0.0,0.0,0.0,0.0
E5598609,418.1,74048,1499,2,47.0,25,69,0,31,32,0,0,13,4,20,18,4,4,0,0.0,0.0,0.0,0.0
C5578980,332.5,142144,849,1,0.5,30,63,1,5,29,8,0,10,3,19,17,2,3,0,0.0,0.0,0.0,0.0
C5566759,645.63,95310,1299,1,53.0,39,53,2,59,29,19,0,14,6,23,21,20,2,2,0.0,0.0,0.0,0.0
C5598431,375.0,145764,505,1,6.0,29,28,1,93,57,5,0,2,2,15,20,0,0,1,0.0,0.0,0.0,0.0
C5536863,972.48,91337,1099,1,21.0,28,14,3,90,51,4,0,8,2,17,17,0,5,1,0.0,0.0,0.0,0.0
C5601095,770.81,167648,998,1,6.0,41,23,1,92,61,11,0,4,2,16,19,1,2,1,0.0,0.0,0.0,1.0
C5569313,772.0,97934,858,1,32.0,38,17,0,91,41,3,0,4,1,15,16,0,5,1,0.0,0.0,0.0,0.0
W5515670,382.8,72426,649,1,0.5,31,59,0,21,46,46,0,41,6,14,22,3,58,1,0.0,0.0,0.0,0.0
C5590051,325.04,91337,471,1,7.0,28,14,3,89,51,4,0,8,2,17,17,0,5,0,0.0,0.0,0.0,0.0
W5554786,633.3544,131093,749,1,0.5,19,74,2,68,58,15,0,22,4,20,25,2,10,1,0.0,0.0,1.0,0.0
C5588491,639.1,98020,762,1,5.0,27,16,3,91,60,5,0,6,3,18,17,0,1,0,0.0,0.0,0.0,0.0
W5592944,578.908,131093,649,1,0.5,19,74,2,68,58,15,0,22,4,20,25,2,10,0,0.0,0.0,1.0,0.0
C5593431,521.83,130890,667,1,2.0,39,52,0,13,25,3,0,8,0,23,19,1,1,1,0.0,0.0,0.0,0.0
C5598044,763.99,74595,1107,1,32.0,31,62,0,29,37,20,0,16,6,25,16,1,0,0,0.0,0.0,0.0,0.0
C5565797,1455.86,116497,1578,1,21.0,29,23,0,99,69,11,2,5,2,18,25,0,9,1,0.0,0.0,0.0,0.0
W5515132,534.2568,72426,649,1,0.5,31,59,0,21,46,46,0,41,6,14,22,3,58,1,0.0,0.0,0.0,0.0
C5568985,1613.69,69528,2317,2,33.0,39,56,0,5,31,28,0,12,7,23,20,13,13,0,0.0,0.0,0.0,0.0
W5594849,1092.6000000000001,87834,2250,2,10.5,31,61,2,47,66,17,0,27,8,20,18,3,25,0,0.0,0.0,1.0,0.0
C5582868,664.48,145764,668,1,6.0,29,28,1,93,57,5,0,2,2,15,20,0,0,0,0.0,0.0,0.0,0.0
W5565812,439.44,58173,1030,1,31.0,37,61,0,3,30,0,0,25,5,19,23,0,0,1,0.0,0.0,1.0,0.0
C5594812,924.94,108117,863,1,31.0,27,15,2,94,58,6,0,2,4,17,19,0,1,1,0.0,0.0,0.0,0.0
C5600876,919.68,120188,884,1,19.0,27,23,1,94,71,7,0,7,2,18,21,0,3,0,0.0,0.0,0.0,0.0
C5570677,620.0,99300,675,1,19.0,48,43,2,91,37,12,0,3,1,15,26,0,14,1,0.0,0.0,0.0,0.0
C5509705,433.37,91761,493,1,2.0,35,53,1,84,24,24,0,17,4,17,21,26,4,0,0.0,0.0,0.0,0.0
C5581592,1059.07,110885,1031,1,23.0,54,34,1,96,59,9,0,7,4,22,23,2,11,0,0.0,0.0,0.0,1.0
W5575581,376.37,104350,565,1,8.0,29,62,0,74,51,15,0,15,7,24,24,1,3,0,0.0,0.0,1.0,0.0
C5530878,504.19,87864,621,1,5.0,35,18,2,93,63,10,0,9,4,20,24,1,16,0,0.0,0.0,0.0,0.0
E5606830,693.69,67040,1185,1,36.0,22,72,0,65,16,12,0,19,4,22,18,0,1,1,0.0,0.0,0.0,0.0
C5586842,776.9,139578,2374,1,16.0,50,37,5,87,61,11,0,10,4,20,24,9,8,0,0.0,0.0,0.0,1.0
C5603442,561.23,103759,549,1,7.0,37,29,0,97,69,9,0,4,3,23,28,0,6,1,0.0,0.0,0.0,0.0
C5571741,587.18,101814,877,1,8.0,37,33,1,94,62,12,0,4,2,17,20,0,0,0,0.0,0.0,0.0,0.0
E5578707,659.0,53554,1249,1,43.0,48,46,1,28,40,7,0,25,6,20,21,0,2,0,0.0,0.0,0.0,0.0
C5594045,1122.18,89982,1413,1,38.0,36,18,2,84,64,8,2,6,4,17,21,0,8,0,0.0,0.0,0.0,0.0
C5486504,5046.18,271358,2531,2,38.0,40,38,6,92,71,11,0,3,1,19,16,4,14,0,0.0,0.0,0.0,1.0
E5605764,478.29,81461,1299,2,49.0,25,72,0,7,62,5,0,18,11,25,16,0,0,1,0.0,0.0,0.0,0.0
C5591432,569.49,120222,682,1,8.0,26,20,2,91,56,9,0,5,3,17,19,0,2,1,0.0,0.0,0.0,0.0
C5595849,554.03,120706,1099,1,40.5,35,59,0,21,29,5,0,12,3,20,21,6,8,1,0.0,0.0,0.0,0.0
C5563873,1028.59,71644,1213,1,2.0,32,18,0,93,49,4,7,27,3,15,20,1,22,1,0.0,0.0,0.0,0.0
C5599751,611.0,265319,711,1,6.0,38,31,3,92,63,7,0,7,2,16,17,8,22,0,0.0,0.0,0.0,0.0
C5603765,527.75,66707,569,1,26.0,52,43,2,94,19,2,0,7,1,17,22,0,2,0,0.0,0.0,0.0,0.0
C5599616,524.78,97934,641,1,32.0,38,17,0,91,41,3,0,4,1,15,16,0,5,1,0.0,0.0,0.0,0.0
C5572873,1117.6960000000001,96645,2360,1,12.8,36,22,0,94,75,12,0,8,3,25,25,0,6,1,0.0,0.0,0.0,0.0
E5569168,404.31,72182,929,1,16.0,20,69,1,17,48,0,0,26,2,17,19,16,1,0,0.0,0.0,0.0,0.0
E5562900,687.26,60037,972,1,38.0,33,63,0,14,34,2,0,24,6,19,19,9,8,0,0.0,0.0,0.0,0.0
C5598213,781.0,127243,1020,1,9.0,27,24,1,94,71,7,0,5,3,17,21,0,2,1,0.0,0.0,0.0,0.0
C5595777,359.82,120222,420,1,8.0,26,20,2,91,56,9,0,5,3,17,19,0,2,0,0.0,0.0,0.0,0.0
C5607199,348.17,120061,444,1,21.0,32,32,1,95,76,9,0,4,2,19,23,0,3,0,0.0,0.0,0.0,0.0
C5589683,400.0,102782,486,1,5.0,28,22,0,94,72,7,0,16,2,18,22,0,8,0,0.0,0.0,0.0,0.0
C5606548,1462.0,251262,1055,2,20.0,35,34,1,94,70,10,0,6,2,17,17,4,8,0,0.0,0.0,0.0,0.0
C5593507,1134.35,183707,1135,1,1.0,22,64,3,48,87,6,0,10,2,23,22,13,30,0,0.0,1.0,0.0,0.0
E5586572,429.89,55618,753,1,4.2,27,63,1,71,33,1,0,17,4,26,21,1,1,0,0.0,0.0,0.0,0.0
C5571531,563.41,76382,676,1,3.0,35,18,0,94,63,9,0,10,4,26,25,0,8,1,0.0,0.0,0.0,0.0
W5599620,384.92,137681,545,1,5.0,24,73,1,53,58,15,0,7,4,27,24,0,2,0,0.0,0.0,1.0,0.0
C5583211,1175.36,98895,1961,1,9.0,28,14,5,88,58,6,0,3,3,18,18,0,1,1,0.0,0.0,0.0,0.0
C5591031,480.17,125204,549,1,1.0,26,21,2,93,56,9,0,3,3,16,20,0,1,1,0.0,0.0,0.0,0.0
W5604107,545.0,155193,649,1,2.5,28,68,0,49,61,13,0,6,4,30,23,0,0,1,0.0,0.0,1.0,0.0
W5557945,562.11,64554,754,1,7.0,31,61,0,13,52,7,0,20,8,22,21,0,7,0,0.0,0.0,1.0,0.0
C5568674,957.4488,125132,1099,1,0.5,34,60,3,34,29,3,0,8,3,18,23,0,1,0,0.0,0.0,0.0,0.0
W5607449,580.0,65249,1221,1,22.0,37,59,0,24,55,11,2,22,8,26,22,2,17,0,0.0,0.0,0.0,0.0
C5605185,429.42,91452,833,1,12.0,41,55,1,18,43,30,0,16,5,23,23,2,20,0,0.0,0.0,0.0,0.0
W5605176,1191.38,91848,1457,2,6.0,53,39,0,80,60,22,0,7,3,20,24,2,8,0,0.0,0.0,0.0,0.0
W5543998,789.0,104797,1875,2,20.0,39,50,0,4,52,26,0,9,6,22,21,0,18,0,0.0,0.0,0.0,0.0
W5590717,657.03,124876,549,1,18.7,51,40,1,75,63,15,0,8,4,19,22,1,15,0,0.0,0.0,0.0,0.0
W5537075,523.5264000000001,131093,549,1,0.5,19,74,2,68,58,15,0,22,4,20,25,2,10,0,0.0,0.0,1.0,0.0
C5563334,526.71,101480,644,1,9.0,34,25,0,95,67,6,0,12,3,19,27,0,11,1,0.0,0.0,0.0,0.0
C5553080,971.8,119575,1000,1,4.0,26,22,0,97,66,5,0,6,2,18,23,0,3,0,0.0,0.0,0.0,0.0
C5568644,631.25,70728,949,1,18.0,50,44,2,94,18,6,0,6,2,19,20,0,2,0,0.0,0.0,0.0,0.0
C5598159,694.05,68377,960,1,14.0,51,44,3,93,18,3,0,6,2,19,19,1,1,1,0.0,0.0,0.0,0.0
C5588571,459.12,114500,583,1,5.0,35,30,0,99,69,9,0,4,3,22,28,0,9,0,0.0,0.0,0.0,0.0
C5590986,593.84,91337,753,1,7.0,28,14,3,89,51,4,0,8,2,17,17,0,5,0,0.0,0.0,0.0,0.0
C5577608,568.86,118266,620,1,14.0,30,21,1,97,66,5,0,4,2,18,23,0,7,0,0.0,0.0,0.0,0.0
C5525963,200.0,83466,276,1,5.0,34,18,1,85,38,4,0,5,2,14,17,0,3,0,0.0,0.0,0.0,0.0
C5593797,490.95,82649,638,1,4.0,33,19,0,94,63,9,0,8,3,26,25,0,7,0,0.0,0.0,0.0,0.0
W5571736,520.15,155193,607,1,3.0,28,68,1,47,61,13,0,6,4,30,23,0,0,1,0.0,0.0,1.0,0.0
C5598003,788.0,124108,1028,1,3.0,26,22,1,98,66,5,0,5,2,19,22,0,2,1,0.0,0.0,0.0,0.0
E5590426,311.6,82009,649,1,9.0,26,68,0,58,60,10,0,20,3,26,20,0,1,1,0.0,0.0,0.0,0.0
C5593529,528.11,101480,647,1,10.0,34,25,0,95,67,6,0,12,3,19,27,0,11,1,0.0,0.0,0.0,0.0
W5595850,1142.4,99751,1750,2,0.5,28,60,0,55,64,13,0,16,8,27,22,4,32,0,0.0,0.0,1.0,0.0
C5578903,1583.89,251232,1927,2,34.0,49,39,1,54,88,4,0,6,1,15,20,3,29,1,0.0,0.0,0.0,1.0
C5599375,512.49,88581,648,1,2.0,28,15,2,91,51,4,0,8,1,14,18,0,9,1,0.0,0.0,0.0,0.0
C5601645,410.66,107907,549,1,1.0,27,19,1,90,56,9,0,10,2,17,19,0,4,0,0.0,0.0,0.0,0.0
C5605100,363.96,183506,539,1,2.0,54,33,1,91,77,5,0,8,2,18,21,6,17,1,0.0,0.0,0.0,1.0
W5543797,517.18,64554,687,1,8.0,31,61,0,13,52,7,0,20,8,22,21,0,7,1,0.0,0.0,1.0,0.0
C5605463,848.18,98020,918,1,11.0,27,16,5,89,60,5,0,6,3,18,17,0,1,0,0.0,0.0,0.0,0.0
E5579453,1020.6,85827,1750,2,25.5,49,49,0,27,50,2,0,14,4,29,23,10,26,1,0.0,0.0,0.0,0.0
E5604360,745.07,66431,1009,1,30.0,46,51,0,29,54,4,0,15,7,26,20,0,0,0,0.0,0.0,0.0,0.0
E5604620,573.53,98478,422,1,3.0,41,38,2,91,61,4,0,23,2,15,25,24,39,0,1.0,0.0,0.0,0.0
C5565531,693.74,88320,769,1,6.0,39,16,0,91,42,7,0,4,1,16,17,0,6,0,0.0,0.0,0.0,0.0
C5591658,471.14,80297,1299,2,27.9,33,62,0,13,22,5,0,17,3,20,20,14,13,0,0.0,0.0,0.0,0.0
_c209,906.1824,125031,872,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
E5587851,506.22,82009,649,1,0.5,26,68,0,58,60,10,0,20,3,26,20,0,1,1,0.0,0.0,0.0,0.0
C5542826,553.57,116816,773,1,4.0,26,19,2,91,56,9,0,6,3,17,19,0,2,0,0.0,0.0,0.0,0.0
W5592454,746.85,103908,995,1,48.0,38,50,0,3,52,26,0,9,6,21,20,0,17,0,0.0,0.0,0.0,0.0
C5593851,447.61,116573,621,1,20.0,34,32,0,95,65,6,0,3,1,16,21,0,0,0,0.0,0.0,0.0,0.0
E5514958,582.82,55618,769,1,2.5,27,63,1,95,33,1,0,17,4,26,21,1,1,0,0.0,0.0,0.0,0.0
C5560382,604.38,79390,1699,1,48.0,32,64,0,17,26,4,0,17,3,20,22,20,11,0,0.0,0.0,0.0,0.0
C5527458,1788.48,344173,1299,2,1.0,33,32,1,95,58,6,0,3,2,15,14,2,3,0,0.0,0.0,0.0,0.0
C5602438,1096.09,240147,849,1,19.0,37,32,1,92,63,11,0,5,3,16,18,2,4,1,0.0,0.0,0.0,0.0
C5592919,500.55,62129,719,1,2.0,46,29,1,91,0,0,0,19,5,17,23,2,17,0,0.0,0.0,0.0,0.0
C5593678,926.52,232856,1104,1,5.0,46,36,6,92,76,6,0,2,2,19,17,2,15,0,0.0,0.0,0.0,1.0
C5603647,913.62,81979,854,1,22.0,28,20,1,84,33,1,0,4,2,12,16,0,1,0,0.0,0.0,0.0,0.0
C5608105,916.0,87982,1189,1,43.0,33,61,0,28,37,2,0,14,4,25,14,1,1,1,0.0,0.0,0.0,0.0
W5600135,684.1,64554,815,2,8.0,31,61,0,13,52,7,0,20,8,22,21,0,7,0,0.0,0.0,1.0,0.0
W5576717,593.11,99488,744,1,11.0,36,59,0,25,46,46,0,16,3,19,25,5,19,1,0.0,0.0,0.0,0.0
W5606051,715.89,101382,1499,1,42.0,25,67,0,7,51,14,0,13,2,22,19,8,0,0,0.0,0.0,1.0,0.0
C5567691,502.45,95832,617,1,9.0,32,30,1,96,56,8,0,3,2,17,19,0,0,1,0.0,0.0,0.0,0.0
C5606919,1204.0,123310,1299,1,1.0,26,22,1,94,67,7,0,4,3,16,21,0,2,1,0.0,0.0,0.0,0.0
E5595146,539.0,105580,756,1,6.0,54,35,1,82,76,7,0,16,4,19,27,30,28,0,1.0,0.0,0.0,0.0
E5588739,666.48,72520,983,2,25.0,35,60,2,96,39,2,0,14,4,24,20,0,0,0,0.0,0.0,0.0,0.0
C5563515,307.49,123310,499,1,1.0,26,22,1,94,67,7,0,4,3,16,21,0,2,0,0.0,0.0,0.0,0.0
C5591508,456.68,66511,1299,1,46.0,37,59,0,25,28,3,0,15,6,22,19,16,14,0,0.0,0.0,0.0,0.0
E5586112,436.0,55618,753,1,10.0,27,63,1,71,33,1,0,17,4,26,21,1,1,0,0.0,0.0,0.0,0.0
C5570435,551.0,145042,637,1,7.0,28,22,0,99,57,5,0,4,2,19,21,0,1,1,0.0,0.0,0.0,0.0
W5603314,869.59,73467,1012,1,51.0,33,61,0,11,42,15,0,17,8,28,18,2,0,0,0.0,0.0,1.0,0.0
C5603288,536.43,87747,650,1,8.0,46,31,0,97,70,9,0,12,3,18,23,1,9,1,0.0,0.0,0.0,0.0
C5605170,694.8,75605,914,1,8.2,41,50,0,22,27,21,0,16,5,21,20,0,2,1,0.0,0.0,0.0,0.0
C5604961,555.27,104545,1299,1,19.0,38,39,0,58,65,10,0,5,3,19,23,0,1,1,0.0,0.0,0.0,0.0
C5503750,1082.0,83749,1899,1,0.5,57,17,4,87,46,2,0,11,3,22,22,1,6,0,0.0,0.0,0.0,0.0
C5582680,1695.0,299481,1447,1,27.0,28,63,0,10,66,5,0,8,1,14,18,0,10,0,0.0,0.0,0.0,0.0
C5589648,445.62,82623,480,1,5.0,44,29,0,97,70,12,0,21,1,15,23,3,25,0,0.0,0.0,0.0,0.0
W5605525,580.56,100748,690,1,11.0,38,52,0,3,55,18,0,9,6,20,21,0,20,1,0.0,0.0,0.0,0.0
E5579499,557.51,55618,728,1,2.0,27,63,1,92,33,1,0,17,4,26,21,1,1,0,0.0,0.0,0.0,0.0
C5545123,2222.37,242136,2237,2,14.0,40,27,5,90,82,9,0,8,1,15,19,7,35,0,0.0,0.0,0.0,0.0
C5588414,271.53,70858,451,1,5.0,33,17,0,93,36,1,9,27,3,11,18,2,40,0,0.0,0.0,0.0,0.0
C5599996,1014.37,123469,1337,1,26.0,31,61,1,52,69,14,0,13,4,23,19,0,21,0,0.0,0.0,0.0,0.0
C5578947,434.46,274480,488,1,3.0,41,31,7,56,74,11,0,6,0,15,19,7,39,0,0.0,0.0,0.0,1.0
E5583120,677.91,143253,1099,1,0.5,32,57,2,74,74,5,0,14,3,16,26,18,30,0,1.0,0.0,0.0,0.0
W5601919,531.12,95844,1009,2,19.0,43,49,1,77,42,24,0,22,9,20,20,0,22,1,0.0,0.0,0.0,0.0
E5590389,151.02,66752,1899,2,23.0,39,57,0,47,37,0,0,21,6,22,18,0,1,1,0.0,0.0,0.0,0.0
C5531309,271.48,123310,499,1,1.0,26,22,1,94,67,7,0,4,3,16,21,0,2,0,0.0,0.0,0.0,0.0
C5590127,442.68,107134,654,1,8.0,25,22,1,93,64,8,0,2,4,15,20,0,1,1,0.0,0.0,0.0,0.0
C5584620,1494.65,288130,1064,1,30.0,35,32,1,95,70,9,0,3,2,14,15,5,9,1,0.0,0.0,0.0,0.0
W5594707,919.12,79357,1260,1,48.0,50,44,1,44,33,26,0,14,5,22,23,0,7,0,0.0,0.0,0.0,0.0
C5536818,472.29,100760,681,1,1.0,33,20,2,96,61,7,0,6,3,19,24,0,9,1,0.0,0.0,0.0,0.0
C5600650,293.21,84666,425,1,12.0,33,18,1,86,38,4,0,4,2,13,16,0,2,0,0.0,0.0,0.0,0.0
W5580101,511.0,61293,1499,2,52.0,34,61,0,19,59,3,7,31,6,17,20,1,0,1,0.0,0.0,1.0,0.0
C5602916,2947.66,126655,2081,2,27.0,21,73,1,7,40,2,0,8,4,18,16,0,0,0,0.0,0.0,0.0,0.0
E5591237,399.76,55618,514,1,2.5,27,63,1,95,33,1,0,17,4,26,21,1,1,0,0.0,0.0,0.0,0.0
E5563541,680.87,69186,660,1,16.0,35,61,2,96,22,0,0,13,4,23,21,0,0,1,0.0,0.0,0.0,0.0
C5531354,590.97,95459,749,1,7.0,39,35,1,93,63,10,0,5,2,17,20,0,1,0,0.0,0.0,0.0,0.0
E5608449,711.36,71663,2600,4,40.5,35,63,0,38,64,2,0,23,7,19,18,12,0,0,0.0,0.0,0.0,0.0
C5590823,568.34,133535,680,1,6.0,39,52,0,13,25,3,0,7,0,24,19,1,1,1,0.0,0.0,0.0,0.0
E5570433,214.86,68585,1099,1,2.0,38,60,0,48,30,1,0,20,3,20,19,4,1,1,0.0,0.0,0.0,0.0
C5562589,841.26,118212,1084,1,9.0,27,24,0,95,75,9,0,10,2,18,23,0,5,0,0.0,0.0,0.0,0.0
E5580088,410.58,67334,1099,1,3.0,44,47,0,26,56,7,0,24,7,14,19,23,26,1,0.0,0.0,0.0,0.0
W5594568,839.86,141067,1224,2,20.0,19,75,3,74,58,15,0,20,3,19,26,1,8,1,0.0,0.0,1.0,0.0
C5595440,903.85,98179,1029,1,17.0,33,20,4,90,61,7,0,6,2,15,22,0,5,0,0.0,0.0,0.0,0.0
C5599597,440.93,76269,562,1,22.0,32,19,3,86,71,9,0,24,3,13,17,6,55,0,0.0,0.0,0.0,0.0
C5607580,798.0,112515,841,1,19.0,30,29,0,96,63,8,0,3,1,16,22,0,0,0,0.0,0.0,0.0,0.0
C5599739,723.16,75408,979,1,21.0,47,43,1,99,12,2,0,6,2,17,23,0,1,0,0.0,0.0,0.0,0.0
W5602358,471.0,62415,603,1,36.0,55,42,1,20,45,29,0,27,8,22,22,3,15,0,0.0,0.0,0.0,0.0
W5548803,1064.0,72070,1068,1,37.0,21,74,0,15,49,15,9,26,7,23,20,1,2,0,0.0,0.0,1.0,0.0
E5608046,1002.1,66022,1499,1,46.0,29,65,0,51,27,2,0,19,5,24,17,4,4,0,0.0,0.0,0.0,0.0
C5486680,2415.0,108288,2624,1,28.0,30,23,0,93,66,6,0,7,3,20,25,0,9,1,0.0,0.0,0.0,0.0
C5601963,792.36,112927,1699,1,23.0,58,31,3,91,68,8,0,7,3,20,24,0,3,1,0.0,0.0,0.0,1.0
E5594049,505.05,176443,611,1,21.0,30,55,2,87,86,7,0,10,5,20,26,17,45,0,1.0,0.0,0.0,0.0
C5541271,603.49,98179,605,1,17.0,33,20,4,90,61,7,0,6,2,15,22,0,5,0,0.0,0.0,0.0,0.0
C5603035,7492.39,263335,3131,2,6.0,34,34,1,95,70,10,0,4,3,16,17,3,6,0,0.0,0.0,0.0,0.0
C5576747,991.32,69903,1178,1,21.0,42,52,0,35,46,7,0,18,2,22,22,21,29,1,0.0,0.0,0.0,0.0
C5588255,1325.44,127512,1125,1,34.0,58,31,0,96,50,15,0,5,3,22,23,2,8,1,0.0,0.0,0.0,1.0
C5561277,1066.0,125863,1299,1,33.0,32,56,2,93,36,5,0,11,2,17,20,0,12,1,0.0,0.0,0.0,0.0
C5589392,624.0,112515,605,1,19.0,30,29,0,96,63,8,0,3,1,16,22,0,0,0,0.0,0.0,0.0,0.0
C5539496,2725.0,108288,2624,2,28.0,30,23,0,93,66,6,0,7,3,20,25,0,9,1,0.0,0.0,0.0,0.0
C5544530,450.0,88387,1499,3,25.7,35,60,1,19,33,4,0,15,1,22,21,6,32,1,0.0,0.0,0.0,0.0
W5598831,816.2,97662,1750,2,40.5,25,65,0,5,42,19,0,13,5,21,18,6,0,1,0.0,0.0,1.0,0.0
C5580270,554.93,89097,683,1,16.0,43,37,2,93,63,10,0,6,3,18,22,0,1,1,0.0,0.0,0.0,0.0
W5602991,599.55,95844,1051,1,19.0,43,49,1,77,42,24,0,22,9,20,20,0,22,0,0.0,0.0,0.0,0.0
C5605470,831.68,124822,880,1,12.0,31,31,1,96,75,9,0,4,1,20,26,0,5,1,0.0,0.0,0.0,0.0
C5583471,1063.0,82856,1240,1,39.0,48,43,0,97,59,4,0,5,2,19,21,0,0,0,0.0,0.0,0.0,0.0
W5586781,489.75,146533,747,1,1.0,26,71,1,45,56,16,0,6,4,28,25,0,1,1,0.0,0.0,1.0,0.0
C5600180,464.0,90832,461,1,4.0,32,25,2,89,38,7,0,20,3,18,24,4,30,0,0.0,0.0,0.0,0.0
C5584961,1129.71,189346,734,1,9.0,38,25,1,95,65,8,0,5,2,16,18,1,2,0,0.0,0.0,0.0,0.0
W5568364,600.3,76683,949,1,50.0,27,66,1,10,33,3,26,32,5,18,17,1,0,0,0.0,0.0,1.0,0.0
C5589905,484.65,81577,649,1,16.0,43,48,1,94,11,2,0,6,2,19,22,0,7,1,0.0,0.0,0.0,0.0
C5598884,1083.44,92185,1420,1,38.0,27,67,0,14,51,8,0,10,8,21,20,0,0,0,0.0,0.0,0.0,0.0
W5605141,600.0,155193,649,1,2.0,28,68,0,48,61,13,0,6,4,30,23,0,0,1,0.0,0.0,1.0,0.0
C5555591,1364.83,166823,1721,2,6.0,28,27,1,93,59,8,0,3,2,17,21,0,0,1,0.0,0.0,0.0,0.0
C5586018,734.61,134805,431,1,16.0,26,22,1,97,58,6,0,3,2,17,21,0,2,0,0.0,0.0,0.0,0.0
W5527422,390.0,91299,649,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
E5585499,357.84,65728,749,1,2.5,32,64,1,23,36,0,0,20,5,22,22,2,1,0,0.0,0.0,0.0,0.0
E5592914,350.55,81938,1499,2,44.0,31,65,0,13,67,3,0,18,4,26,20,28,31,0,0.0,0.0,0.0,0.0
E5608272,923.8,58225,1145,1,32.0,25,71,0,14,26,0,0,25,5,20,18,1,0,1,0.0,0.0,0.0,0.0
C5597836,824.84,100809,882,1,13.0,42,51,2,32,37,4,0,7,5,18,23,5,23,1,0.0,0.0,0.0,0.0
C5606752,574.62,99895,610,1,17.0,28,69,0,53,49,2,0,10,5,26,25,4,40,1,0.0,0.0,0.0,0.0
E5607418,800.02,70222,1090,1,45.0,42,53,0,22,51,4,0,14,8,25,19,1,0,1,0.0,0.0,0.0,0.0
C5603787,1307.48,226478,1299,1,40.0,38,30,1,93,63,11,0,5,3,17,18,2,3,1,0.0,0.0,0.0,0.0
C5603974,430.0,95486,528,1,1.0,34,19,3,92,63,10,0,8,5,18,24,1,14,1,0.0,0.0,0.0,0.0
C5605161,566.28,120408,656,1,14.0,56,34,3,77,66,12,0,7,3,20,24,3,4,1,0.0,0.0,0.0,1.0
E5600205,1054.4,134955,2000,1,10.5,40,50,0,90,76,6,0,11,2,20,27,25,21,0,1.0,0.0,0.0,0.0
C5599452,406.94,142991,549,1,3.0,30,29,1,92,63,8,0,3,2,15,21,0,0,0,0.0,0.0,0.0,0.0
W5589565,434.55,97910,680,1,16.0,18,79,0,10,49,3,0,19,1,19,17,2,4,1,0.0,0.0,1.0,0.0
C5567218,419.19,108695,853,1,21.0,39,36,0,95,69,14,0,7,3,19,26,1,10,0,0.0,0.0,0.0,0.0
C5595759,910.33,65381,1226,2,32.0,53,42,2,94,19,2,0,7,2,18,21,0,2,1,0.0,0.0,0.0,0.0
